Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Fraud
1.7168087256978755,0.41347280179539714,-1.1427112712986531,-4.066259803164788,0.9384509646054406,0.03883932250876819,-4.5408166084447155,-1.2547910057208571,-0.1939697567266813,-0.6887496105331445,2.5193719941973676,0.7002540448807418,-0.13639363917703484,0.6931040130890288,1.1768570582357747,2.6076336296460987,-1.4421992916141164,0.3700594431597609,0.4104177758481129,1.39331973214258,0
-1.3689541535184038,1.1117695031226817,2.8694762481337985,-2.498131611842968,-1.1200536910650705,0.7545162078604186,-1.2677005338629754,3.3455347676581493,0.7495881752037922,0.16816563469456391,0.7208401382012871,-0.9677873217281779,-1.7811840790645757,2.995909561435227,-2.3910622348482202,1.6046449264779112,-3.333805359363006,0.5641478287830493,-0.26122953155958617,0.8132250876022971,0
0.7593122754996162,-0.5107337968075467,-2.390417978940977,2.4098956614748133,1.5013916649835397,-0.8738096766295179,-6.496015825085975,0.8686058494231105,0.6157025921229085,-1.6387418984581346,3.2595121160464955,0.33868367385665005,-1.0046163278695746,1.0344656106726382,-0.7777930884429918,0.2842274889658395,0.1801857156443618,-0.5784961687498342,5.205764771061395,-5.856391551515355,1
-1.0090375925920911,-0.48080026179143986,0.3155396847796953,0.446048416905537,-1.1448100505949044,-0.40570970154077557,0.57925052542092,0.8567777216369634,-0.356384395515892,0.1969444313379095,-4.834821820457687,0.7806780614661702,-0.7584201629423679,2.7089983055217415,2.2635604785260206,-3.7833644221242673,-2.8471757010267047,4.15655963217515,-2.546281066105819,4.842345852304985,0
1.4233106476938184,-0.20113475186825217,3.3687316595108627,5.759721878879687,-4.125676403728198,-0.14587509284821087,4.687549542275693,1.5354754925179916,-1.3484917527288363,-0.09493028323615849,-5.546372845511516,-0.5401264819422699,-1.4107353855686384,0.4538690810766008,-0.5300335642775071,-2.906595191935227,0.7149060867530612,-0.8089972167002818,0.014493038107681766,-4.6526917390022735,0
1.7132017481552975,0.7764600639839353,1.166171782515356,0.781884801464043,0.954746717463854,0.04125842133016152,1.5210710752565968,1.5073915647931586,0.6875685425550123,0.4277434237113703,-3.0777957478881417,-0.6789492685277375,0.6742932750202766,-2.9656139504825063,-0.29832517371538025,-3.5497704704865938,-1.8522487152315528,-2.2424361085291205,0.789936553535828,2.45644901512062,0
1.1889010243864473,0.0923585140651845,2.510881840889039,2.480229455016387,-1.629775758320057,-2.7100357206274275,0.31063316186733747,1.15080446224293,0.7614235903752722,-0.15093689502159702,-3.3823508716722936,1.6120278841026159,-1.8356859304684208,0.18340646725254464,-0.16170779608162172,-1.5701299113790057,-1.8796993448875454,0.01729093515832414,-0.39239993339058143,-1.7507768210330312,0
0.2167055503203269,-0.26260969324664696,-1.0994515379077676,2.060063247635145,-0.41627552929287015,-1.7336856012789015,5.2737513713243915,2.1841546634220714,0.12718865682360578,1.7744143199682156,-6.901059086008499,-0.33507021781284746,2.7536375848328576,-3.0729014862723405,-0.3948385506954319,-4.512539624418398,-2.7156608481902538,-1.0703899545624989,-0.3382150941760166,3.2880496951796285,0
-0.5615565523062447,-0.42465433622870796,1.277245921540992,-2.419843836806281,2.1408279944925197,0.3491784036676916,-2.6977479036261944,0.19296822381638212,-0.018205089469042098,0.6686160438995594,2.463980626029608,0.47855158704881184,-1.5245007301765288,-1.5096121862980434,0.944561541985396,1.1613051712876157,-1.2421927105709438,-1.0105820330479236,0.008353731565346134,1.4679335975122894,0
3.3219020217471007,0.1049783358653314,-3.167713982105407,1.079455514611194,4.48791542890659,0.9087325083481063,-5.672264448248981,-3.228619128262195,-0.8601935402431161,-3.3704917081493706,5.345569996880374,0.7493316221058792,2.674595791336335,-1.8694259740225903,-1.4033275419326363,2.4832171237941854,1.37060369223946,1.152754717514609,-1.0873420754414176,0.2482303751384645,0
